id,category,question,option_a,option_b,option_c,option_d,correct_option,correct_answer
3340,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו תשובה משלימה נכון את הנתון: רופא המתמחה בילדים נקרא?,קרדיולוג,רופא ילדים,אורתופד,נוירולוג,ב,רופא ילדים
3341,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מהי הבחירה המדויקת עבור האיבר שמזרים דם בגוף האדם?,ריאה,כליה,לב,כבד,ג,לב
3342,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מהי הבחירה המדויקת עבור הוויטמין שנוצר בעור בחשיפה לשמש?,ויטמין K,ויטמין D,ויטמין C,ויטמין B12,ב,ויטמין D
3343,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מהי הבחירה המדויקת עבור המערכת שאחראית בעיקר להגנה מפני זיהומים?,מערכת השלד,מערכת העיכול,מערכת הרבייה,מערכת החיסון,ד,מערכת החיסון
3344,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מהי הבחירה המדויקת עבור החלבון שנושא חמצן בדם?,אינסולין,קרטין,קולגן,המוגלובין,ד,המוגלובין
3345,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מהי הבחירה המדויקת עבור הורמון שמסייע בוויסות רמת הסוכר בדם?,אדרנלין,אינסולין,מלטונין,תירוקסין,ב,אינסולין
3346,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מהי הבחירה המדויקת עבור האיבר המרכזי בסינון הדם ויצירת שתן?,קיבה,כליה,לבלב,טחול,ב,כליה
3347,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מהי הבחירה המדויקת עבור בדיקה שמצלמת מבנים פנימיים בעזרת קרני רנטגן ממוחשבות?,CBC,CT,ECG,EEG,ב,CT
3348,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מהי הבחירה המדויקת עבור מחלה זיהומית שנגרמת מנגיף השפעת?,סוכרת,יתר לחץ דם,צליאק,שפעת,ד,שפעת
3349,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מהי הבחירה המדויקת עבור החיסון נועד בעיקר ליצור?,הגדלת נפח ריאה,תגובה חיסונית,ירידה מיידית בחום,שבר בעצם,ב,תגובה חיסונית
3350,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מהי הבחירה המדויקת עבור רופא המתמחה בילדים נקרא?,קרדיולוג,נוירולוג,אורתופד,רופא ילדים,ד,רופא ילדים
3351,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מה נכון לסמן כאשר נשאלים על האיבר שמזרים דם בגוף האדם?,כליה,ריאה,לב,כבד,ג,לב
3352,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מה נכון לסמן כאשר נשאלים על הוויטמין שנוצר בעור בחשיפה לשמש?,ויטמין B12,ויטמין K,ויטמין D,ויטמין C,ג,ויטמין D
3353,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מה נכון לסמן כאשר נשאלים על המערכת שאחראית בעיקר להגנה מפני זיהומים?,מערכת החיסון,מערכת העיכול,מערכת הרבייה,מערכת השלד,א,מערכת החיסון
3354,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מה נכון לסמן כאשר נשאלים על החלבון שנושא חמצן בדם?,המוגלובין,קרטין,אינסולין,קולגן,א,המוגלובין
3355,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מה נכון לסמן כאשר נשאלים על הורמון שמסייע בוויסות רמת הסוכר בדם?,אדרנלין,מלטונין,אינסולין,תירוקסין,ג,אינסולין
3356,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מה נכון לסמן כאשר נשאלים על האיבר המרכזי בסינון הדם ויצירת שתן?,כליה,לבלב,קיבה,טחול,א,כליה
3357,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מה נכון לסמן כאשר נשאלים על בדיקה שמצלמת מבנים פנימיים בעזרת קרני רנטגן ממוחשבות?,EEG,CT,ECG,CBC,ב,CT
3358,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מה נכון לסמן כאשר נשאלים על מחלה זיהומית שנגרמת מנגיף השפעת?,סוכרת,צליאק,שפעת,יתר לחץ דם,ג,שפעת
3359,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מה נכון לסמן כאשר נשאלים על החיסון נועד בעיקר ליצור?,שבר בעצם,תגובה חיסונית,ירידה מיידית בחום,הגדלת נפח ריאה,ב,תגובה חיסונית
3360,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מה נכון לסמן כאשר נשאלים על רופא המתמחה בילדים נקרא?,רופא ילדים,אורתופד,קרדיולוג,נוירולוג,א,רופא ילדים
3361,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו אפשרות היא העובדה הנכונה על האיבר שמזרים דם בגוף האדם?,כליה,לב,ריאה,כבד,ב,לב
3362,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו אפשרות היא העובדה הנכונה על הוויטמין שנוצר בעור בחשיפה לשמש?,ויטמין C,ויטמין B12,ויטמין K,ויטמין D,ד,ויטמין D
3363,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו אפשרות היא העובדה הנכונה על המערכת שאחראית בעיקר להגנה מפני זיהומים?,מערכת החיסון,מערכת הרבייה,מערכת השלד,מערכת העיכול,א,מערכת החיסון
3364,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו אפשרות היא העובדה הנכונה על החלבון שנושא חמצן בדם?,אינסולין,קרטין,המוגלובין,קולגן,ג,המוגלובין
3365,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו אפשרות היא העובדה הנכונה על הורמון שמסייע בוויסות רמת הסוכר בדם?,מלטונין,תירוקסין,אינסולין,אדרנלין,ג,אינסולין
3366,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו אפשרות היא העובדה הנכונה על האיבר המרכזי בסינון הדם ויצירת שתן?,טחול,כליה,קיבה,לבלב,ב,כליה
3367,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו אפשרות היא העובדה הנכונה על בדיקה שמצלמת מבנים פנימיים בעזרת קרני רנטגן ממוחשבות?,CBC,CT,ECG,EEG,ב,CT
3368,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו אפשרות היא העובדה הנכונה על מחלה זיהומית שנגרמת מנגיף השפעת?,שפעת,יתר לחץ דם,סוכרת,צליאק,א,שפעת
3369,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו אפשרות היא העובדה הנכונה על החיסון נועד בעיקר ליצור?,ירידה מיידית בחום,הגדלת נפח ריאה,שבר בעצם,תגובה חיסונית,ד,תגובה חיסונית
3370,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו אפשרות היא העובדה הנכונה על רופא המתמחה בילדים נקרא?,קרדיולוג,אורתופד,רופא ילדים,נוירולוג,ג,רופא ילדים
3371,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מהו המענה התקין לשאלה: האיבר שמזרים דם בגוף האדם?,ריאה,כבד,כליה,לב,ד,לב
3372,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מהו המענה התקין לשאלה: הוויטמין שנוצר בעור בחשיפה לשמש?,ויטמין K,ויטמין D,ויטמין C,ויטמין B12,ב,ויטמין D
3373,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מהו המענה התקין לשאלה: המערכת שאחראית בעיקר להגנה מפני זיהומים?,מערכת החיסון,מערכת העיכול,מערכת הרבייה,מערכת השלד,א,מערכת החיסון
3374,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מהו המענה התקין לשאלה: החלבון שנושא חמצן בדם?,קרטין,קולגן,המוגלובין,אינסולין,ג,המוגלובין
3375,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מהו המענה התקין לשאלה: הורמון שמסייע בוויסות רמת הסוכר בדם?,אינסולין,אדרנלין,מלטונין,תירוקסין,א,אינסולין
3376,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מהו המענה התקין לשאלה: האיבר המרכזי בסינון הדם ויצירת שתן?,לבלב,קיבה,טחול,כליה,ד,כליה
3377,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מהו המענה התקין לשאלה: בדיקה שמצלמת מבנים פנימיים בעזרת קרני רנטגן ממוחשבות?,EEG,ECG,CBC,CT,ד,CT
3378,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מהו המענה התקין לשאלה: מחלה זיהומית שנגרמת מנגיף השפעת?,צליאק,יתר לחץ דם,שפעת,סוכרת,ג,שפעת
3379,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מהו המענה התקין לשאלה: החיסון נועד בעיקר ליצור?,תגובה חיסונית,ירידה מיידית בחום,הגדלת נפח ריאה,שבר בעצם,א,תגובה חיסונית
3380,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מהו המענה התקין לשאלה: רופא המתמחה בילדים נקרא?,אורתופד,קרדיולוג,נוירולוג,רופא ילדים,ד,רופא ילדים
3381,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו תשובה מייצגת נכון את האיבר שמזרים דם בגוף האדם?,כבד,ריאה,לב,כליה,ג,לב
3382,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו תשובה מייצגת נכון את הוויטמין שנוצר בעור בחשיפה לשמש?,ויטמין C,ויטמין K,ויטמין B12,ויטמין D,ד,ויטמין D
3383,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו תשובה מייצגת נכון את המערכת שאחראית בעיקר להגנה מפני זיהומים?,מערכת החיסון,מערכת העיכול,מערכת השלד,מערכת הרבייה,א,מערכת החיסון
3384,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו תשובה מייצגת נכון את החלבון שנושא חמצן בדם?,המוגלובין,קולגן,קרטין,אינסולין,א,המוגלובין
